A92|Dutch|stonewall with Nc3|d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d5 Nc3 
A93|Dutch|stonewall, Botwinnik variation|d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d5 b3 
A94|Dutch|stonewall with Ba3|d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d5 b3 c6 Ba3 
A95|Dutch|stonewall with Nc3|d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d5 Nc3 c6 
A95|Dutch|stonewall: Chekhover variation|d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d5 Nc3 c6 Qc2 Qe8 Bg5 
A96|Dutch|classical variation|d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d6 
A97|Dutch|Ilyin-Genevsky variation|d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d6 Nc3 Qe8 
A97|Dutch|Ilyin-Genevsky, Winter variation|d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d6 Nc3 Qe8 Re1 
A98|Dutch|Ilyin-Genevsky variation with Qc2|d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d6 Nc3 Qe8 Qc2 
A99|Dutch|Ilyin-Genevsky variation with b3|d4 f5 c4 Nf6 g3 e6 Bg2 Be7 Nf3 O-O O-O d6 Nc3 Qe8 b3 
B00|King's pawn opening||e4 
B00|Hippopotamus defence||e4 Nh6 d4 g6 c4 f6 
B00|Corn stalk defence||e4 a5 
B00|Lemming defence||e4 Na6 
B00|Fred||e4 f5 
B00|Barnes defence||e4 f6 
B00|Fried fox defence||e4 f6 d4 Kf7 
B00|Carr's defence||e4 h6 
B00|Reversed Grob (Borg/Basman defence/macho Grob)||e4 g5 
B00|St. George (Baker) defence||e4 a6 
B00|Owen defence||e4 b6 
B00|Guatemala defence||e4 b6 d4 Ba6 
B00|KP|Nimzovich defence|e4 Nc6 
B00|KP|Nimzovich defence, Wheeler gambit|e4 Nc6 b4 Nxb4 c3 Nc6 d4 
B00|KP|Nimzovich defence|e4 Nc6 Nf3 
B00|KP|Colorado counter|e4 Nc6 Nf3 f5 
B00|KP|Nimzovich defence|e4 Nc6 d4 
B00|KP|Nimzovich defence, Marshall gambit|e4 Nc6 d4 d5 exd5 Qxd5 Nc3 
B00|KP|Nimzovich defence, Bogolyubov variation|e4 Nc6 d4 d5 Nc3 
B00|KP|Neo-Mongoloid defence|e4 Nc6 d4 f6 
B01|Scandinavian (centre counter) defence||e4 d5 
B01|Scandinavian defence, Lasker variation||e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6 Nf3 Bg4 h3 
B01|Scandinavian defence||e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6 Nf3 Bf5 
B01|Scandinavian defence, Gruenfeld variation||e4 d5 exd5 Qxd5 Nc3 Qa5 d4 Nf6 Nf3 Bf5 Ne5 c6 g4 
B01|Scandinavian|Anderssen counter-attack|e4 d5 exd5 Qxd5 Nc3 Qa5 d4 e5 
B01|Scandinavian|Anderssen counter-attack orthodox attack|e4 d5 exd5 Qxd5 Nc3 Qa5 d4 e5 dxe5 Bb4 Bd2 Nc6 Nf3 
B01|Scandinavian|Anderssen counter-attack, Goteborg system|e4 d5 exd5 Qxd5 Nc3 Qa5 d4 e5 Nf3 
B01|Scandinavian|Anderssen counter-attack, Collijn variation|e4 d5 exd5 Qxd5 Nc3 Qa5 d4 e5 Nf3 Bg4 
B01|Scandinavian, Mieses-Kotrvc gambit||e4 d5 exd5 Qxd5 Nc3 Qa5 b4 
B01|Scandinavian|Pytel-Wade variation|e4 d5 exd5 Qxd5 Nc3 Qd6 
B01|Scandinavian defence||e4 d5 exd5 Nf6 
B01|Scandinavian|Icelandic gambit|e4 d5 exd5 Nf6 c4 e6 
B01|Scandinavian gambit||e4 d5 exd5 Nf6 c4 c6 
B01|Scandinavian defence||e4 d5 exd5 Nf6 d4 
B01|Scandinavian|Marshall variation|e4 d5 exd5 Nf6 d4 Nxd5 
B01|Scandinavian|Kiel variation|e4 d5 exd5 Nf6 d4 Nxd5 c4 Nb4 
B01|Scandinavian|Richter variation|e4 d5 exd5 Nf6 d4 g6 
B02|Alekhine's defence||e4 Nf6 
B02|Alekhine's defence|Scandinavian variation|e4 Nf6 Nc3 d5 
B02|Alekhine's defence|Spielmann variation|e4 Nf6 Nc3 d5 e5 Nfd7 e6 
B02|Alekhine's defence|Maroczy variation|e4 Nf6 d3 
B02|Alekhine's defence|Krejcik variation|e4 Nf6 Bc4 
B02|Alekhine's defence|Mokele Mbembe (Buecker) variation|e4 Nf6 e5 Ne4 
B02|Alekhine's defence|Brooklyn defence|e4 Nf6 e5 Ng8 
B02|Alekhine's defence||e4 Nf6 e5 Nd5 
B02|Alekhine's defence|Kmoch variation|e4 Nf6 e5 Nd5 Bc4 Nb6 Bb3 c5 d3 
B02|Alekhine's defence|Saemisch attack|e4 Nf6 e5 Nd5 Nc3 
B02|Alekhine's defence|Welling variation|e4 Nf6 e5 Nd5 b3 
B02|Alekhine's defence||e4 Nf6 e5 Nd5 c4 
B02|Alekhine's defence|Steiner variation|e4 Nf6 e5 Nd5 c4 Nb6 b3 
B02|Alekhine's defence|two pawns' (Lasker's) attack|e4 Nf6 e5 Nd5 c4 Nb6 c5 
B02|Alekhine's defence|two pawns' attack, Mikenas variation|e4 Nf6 e5 Nd5 c4 Nb6 c5 Nd5 Bc4 e6 Nc3 d6 
B03|Alekhine's defence||e4 Nf6 e5 Nd5 d4 
B03|Alekhine's defence|O'Sullivan gambit|e4 Nf6 e5 Nd5 d4 b5 
B03|Alekhine's defence||e4 Nf6 e5 Nd5 d4 d6 
B03|Alekhine's defence|Balogh variation|e4 Nf6 e5 Nd5 d4 d6 Bc4 
B03|Alekhine's defence||e4 Nf6 e5 Nd5 d4 d6 c4 
B03|Alekhine's defence|exchange variation|e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 exd6 
B03|Alekhine's defence|exchange, Karpov variation|e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 exd6 cxd6 Nf3 g6 Be2 Bg7 O-O O-O h3 Nc6 Nc3 Bf5 Bf4 
B03|Alekhine's defence|four pawns attack|e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 
B03|Alekhine's defence|four pawns attack, Korchnoi variation|e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 dxe5 fxe5 Bf5 Nc3 e6 Nf3 Be7 Be2 O-O O-O f6 
B03|Alekhine's defence|four pawns attack, 6...Nc6|e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 dxe5 fxe5 Nc6 
B03|Alekhine's defence|four pawns attack, Ilyin-Genevsky var.|e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 dxe5 fxe5 Nc6 Nf3 Bg4 e6 fxe6 c5 
B03|Alekhine's defence|four pawns attack, 7.Be3|e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 dxe5 fxe5 Nc6 Be3 
B03|Alekhine's defence|four pawns attack, Tartakower variation|e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 dxe5 fxe5 Nc6 Be3 Bf5 Nc3 e6 Nf3 Qd7 Be2 O-O-O O-O Be7 
B03|Alekhine's defence|four pawns attack, Planinc variation|e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 g5 
B03|Alekhine's defence|four pawns attack, fianchetto variation|e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 g6 
B03|Alekhine's defence|four pawns attack, Trifunovic variation|e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 Bf5 
B04|Alekhine's defence|modern variation|e4 Nf6 e5 Nd5 d4 d6 Nf3 
B04|Alekhine's defence|modern, Larsen variation|e4 Nf6 e5 Nd5 d4 d6 Nf3 dxe5 
B04|Alekhine's defence|modern, Schmid variation|e4 Nf6 e5 Nd5 d4 d6 Nf3 Nb6 
B04|Alekhine's defence|modern, fianchetto variation|e4 Nf6 e5 Nd5 d4 d6 Nf3 g6 
B04|Alekhine's defence|modern, Keres variation|e4 Nf6 e5 Nd5 d4 d6 Nf3 g6 Bc4 Nb6 Bb3 Bg7 a4 
B05|Alekhine's defence|modern variation, 4...Bg4|e4 Nf6 e5 Nd5 d4 d6 Nf3 Bg4 
B05|Alekhine's defence|modern, Flohr variation|e4 Nf6 e5 Nd5 d4 d6 Nf3 Bg4 Be2 c6 
B05|Alekhine's defence|modern, Panov variation|e4 Nf6 e5 Nd5 d4 d6 Nf3 Bg4 h3 
B05|Alekhine's defence|modern, Alekhine variation|e4 Nf6 e5 Nd5 d4 d6 Nf3 Bg4 c4 
B05|Alekhine's defence|modern, Vitolins attack|e4 Nf6 e5 Nd5 d4 d6 Nf3 Bg4 c4 Nb6 d5 
B06|Robatsch (modern) defence||e4 g6 
B06|Norwegian defence||e4 g6 d4 Nf6 e5 Nh5 g4 Ng7 
B06|Robatsch (modern) defence||e4 g6 d4 Bg7 
B06|Robatsch defence|three pawns attack|e4 g6 d4 Bg7 f4 
B06|Robatsch defence||e4 g6 d4 Bg7 Nc3 
B06|Robatsch defence|Gurgenidze variation|e4 g6 d4 Bg7 Nc3 c6 f4 d5 e5 h5 
B06|Robatsch (modern) defence||e4 g6 d4 Bg7 Nc3 d6 
B06|Robatsch defence|two knights variation|e4 g6 d4 Bg7 Nc3 d6 Nf3 
B06|Robatsch defence|two knights, Suttles variation|e4 g6 d4 Bg7 Nc3 d6 Nf3 c6 
B06|Robatsch defence|Pseudo-Austrian attack|e4 g6 d4 Bg7 Nc3 d6 f4 
B07|Pirc defence||e4 d6 d4 Nf6 Nc3 
B07|Pirc|Ufimtsev-Pytel variation|e4 d6 d4 Nf6 Nc3 c6 
B07|Pirc defence||e4 d6 d4 Nf6 Nc3 g6 
B07|Pirc|150 attack|e4 d6 d4 Nf6 Nc3 g6 Be3 c6 Qd2 
B07|Pirc|Sveshnikov system|e4 d6 d4 Nf6 Nc3 g6 g3 
B07|Pirc|Holmov system|e4 d6 d4 Nf6 Nc3 g6 Bc4 
B07|Pirc|Byrne variation|e4 d6 d4 Nf6 Nc3 g6 Bg5 
B07|Pirc defence||e4 d6 d4 Nf6 Nc3 g6 Be2 
B07|Pirc|Chinese variation|e4 d6 d4 Nf6 Nc3 g6 Be2 Bg7 g4 
B07|Pirc|bayonet (Mariotti) attack|e4 d6 d4 Nf6 Nc3 g6 Be2 Bg7 h4 
B07|Robatsch defence|Geller's system|e4 g6 d4 Bg7 Nf3 d6 c3 
B08|Pirc|classical (two knights) system|e4 d6 d4 Nf6 Nc3 g6 Nf3 
B08|Pirc|classical (two knights) system|e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 
B08|Pirc|classical, h3 system|e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 h3 
B08|Pirc|classical system, 5.Be2|e4 d6 d4 Nf6 Nc3 g6 Nf3 Bg7 Be2 
B09|Pirc|Austrian attack|e4 d6 d4 Nf6 Nc3 g6 f4 
B09|Pirc|Austrian attack|e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 O-O 
B09|Pirc|Austrian attack, 6.e5|e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 O-O e5 
B09|Pirc|Austrian attack, 6.Be3|e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 O-O Be3 
B09|Pirc|Austrian attack, 6.Bd3|e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 O-O Bd3 
B09|Pirc|Austrian attack, dragon formation|e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Nf3 c5 
B09|Pirc|Austrian attack, Ljubojevic variation|e4 d6 d4 Nf6 Nc3 g6 f4 Bg7 Bc4 
B10|Caro-Kann defence||e4 c6 
B10|Caro-Kann|Hillbilly attack|e4 c6 Bc4 
B10|Caro-Kann|anti-Caro-Kann defence|e4 c6 c4 
B10|Caro-Kann|anti-anti-Caro-Kann defence|e4 c6 c4 d5 
B10|Caro-Kann|closed (Breyer) variation|e4 c6 d3 
B10|Caro-Kann defence||e4 c6 Nc3 
B10|Caro-Kann|Goldman (Spielmann) variation|e4 c6 Nc3 d5 Qf3 
B10|Caro-Kann|two knights variation|e4 c6 Nc3 d5 Nf3 
B11|Caro-Kann|two knights, 3...Bg4|e4 c6 Nc3 d5 Nf3 Bg4 
B12|Caro-Kann defence||e4 c6 d4 
B12|de Bruycker defence||e4 c6 d4 Na6 Nc3 Nc7 
B12|Caro-Masi defence||e4 c6 d4 Nf6 
B12|Caro-Kann defence||e4 c6 d4 d5 
B12|Caro-Kann|Tartakower (fantasy) variation|e4 c6 d4 d5 f3 
B12|Caro-Kann|3.Nd2|e4 c6 d4 d5 Nd2 
B12|Caro-Kann|Edinburgh variation|e4 c6 d4 d5 Nd2 Qb6 
B12|Caro-Kann|advance variation|e4 c6 d4 d5 e5 
B12|Caro-Kann|advance, Short variation|e4 c6 d4 d5 e5 Bf5 c3 e6 Be2 
B13|Caro-Kann|exchange variation|e4 c6 d4 d5 exd5 
B13|Caro-Kann|exchange, Rubinstein variation|e4 c6 d4 d5 exd5 cxd5 Bd3 Nc6 c3 Nf6 Bf4 
B13|Caro-Kann|Panov-Botvinnik attack|e4 c6 d4 d5 exd5 cxd5 c4 
B13|Caro-Kann|Panov-Botvinnik, Gunderam attack|e4 c6 d4 d5 exd5 cxd5 c4 Nf6 c5 
B13|Caro-Kann|Panov-Botvinnik attack|e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 
B13|Caro-Kann|Panov-Botvinnik, Herzog defence|e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 Nc6 Bg5 dxc4 d5 Na5 
B13|Caro-Kann|Panov-Botvinnik, normal variation|e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 Nc6 Bg5 e6 
B13|Caro-Kann|Panov-Botvinnik, Czerniak variation|e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 Nc6 Bg5 Qa5 
B13|Caro-Kann|Panov-Botvinnik, Reifir (Spielmann) variation|e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 Nc6 Bg5 Qb6 
B14|Caro-Kann|Panov-Botvinnik attack, 5...e6|e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 e6 
B14|Caro-Kann|Panov-Botvinnik attack, 5...g6|e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 g6 
B15|Caro-Kann defence||e4 c6 d4 d5 Nc3 
B15|Caro-Kann|Gurgenidze counter-attack|e4 c6 d4 d5 Nc3 b5 
B15|Caro-Kann|Gurgenidze system|e4 c6 d4 d5 Nc3 g6 
B15|Caro-Kann|Rasa-Studier gambit|e4 c6 d4 d5 Nc3 dxe4 f3 
B15|Caro-Kann defence||e4 c6 d4 d5 Nc3 dxe4 Nxe4 
B15|Caro-Kann|Alekhine gambit|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Bd3 
B15|Caro-Kann|Tartakower (Nimzovich) variation|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6 
B15|Caro-Kann|Forgacs variation|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6 Bc4 
B16|Caro-Kann|Bronstein-Larsen variation|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ gxf6 
B17|Caro-Kann|Steinitz variation|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nd7 
B18|Caro-Kann|classical variation|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 
B18|Caro-Kann|classical, Flohr variation|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Nh3 
B18|Caro-Kann|classical, Maroczy attack|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 f4 
B18|Caro-Kann|classical, 6.h4|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 
B19|Caro-Kann|classical, 7...Nd7|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 
B19|Caro-Kann|classical, Spassky variation|e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 h4 h6 Nf3 Nd7 h5 
B20|Sicilian defence||e4 c5 
B20|Sicilian|Gloria variation|e4 c5 c4 d6 Nc3 Nc6 g3 h5 
B20|Sicilian|Steinitz variation|e4 c5 g3 
B20|Sicilian|wing gambit|e4 c5 b4 
B20|Sicilian|wing gambit, Santasiere variation|e4 c5 b4 cxb4 c4 
B20|Sicilian|wing gambit, Marshall variation|e4 c5 b4 cxb4 a3 
B20|Sicilian|wing gambit, Marienbad variation|e4 c5 b4 cxb4 a3 d5 exd5 Qxd5 Bb2 
B20|Sicilian|wing gambit, Carlsbad variation|e4 c5 b4 cxb4 a3 bxa3 
B20|Sicilian|Keres variation (2.Ne2)|e4 c5 Ne2 
B21|Sicilian|Grand Prix attack|e4 c5 f4 
B21|Sicilian|Smith-Morra gambit|e4 c5 d4 
B21|Sicilian|Andreaschek gambit|e4 c5 d4 cxd4 Nf3 e5 c3 
B21|Sicilian|Smith-Morra gambit|e4 c5 d4 cxd4 c3 
B21|Sicilian|Smith-Morra gambit, Chicago defence|e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4 e6 O-O a6 Qe2 b5 Bb3 Ra7 
B22|Sicilian|Alapin's variation (2.c3)|e4 c5 c3 
B22|Sicilian|2.c3, Heidenfeld variation|e4 c5 c3 Nf6 e5 Nd5 Nf3 Nc6 Na3 
B23|Sicilian|closed|e4 c5 Nc3 
B23|Sicilian|closed, Korchnoi variation|e4 c5 Nc3 e6 g3 d5 
B23|Sicilian|closed, 2...Nc6|e4 c5 Nc3 Nc6 
B23|Sicilian|chameleon variation|e4 c5 Nc3 Nc6 Nge2 
B23|Sicilian|Grand Prix attack|e4 c5 Nc3 Nc6 f4 
B23|Sicilian|Grand Prix attack, Schofman variation|e4 c5 Nc3 Nc6 f4 g6 Nf3 Bg7 Bc4 e6 f5 
B24|Sicilian|closed|e4 c5 Nc3 Nc6 g3 
B24|Sicilian|closed, Smyslov variation|e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 e6 Be3 Nd4 Nce2 
B25|Sicilian|closed|e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6 
B25|Sicilian|closed, 6.Ne2 e5 (Botvinnik)|e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6 Nge2 e5 
B25|Sicilian|closed, 6.f4|e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6 f4 
B25|Sicilian|closed, 6.f4 e5 (Botvinnik)|e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6 f4 e5 
B26|Sicilian|closed, 6.Be3|e4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 d3 d6 Be3 
B27|Sicilian defence||e4 c5 Nf3 
B27|Sicilian|Stiletto (Althouse) variation|e4 c5 Nf3 Qa5 
B27|Sicilian|Quinteros variation|e4 c5 Nf3 Qc7 
B27|Sicilian|Katalimov variation|e4 c5 Nf3 b6 
B27|Sicilian|Hungarian variation|e4 c5 Nf3 g6 
B27|Sicilian|Acton extension|e4 c5 Nf3 g6 c4 Bh6 
B28|Sicilian|O'Kelly variation|e4 c5 Nf3 a6 
B29|Sicilian|Nimzovich-Rubinstein variation|e4 c5 Nf3 Nf6 
B29|Sicilian|Nimzovich-Rubinstein; Rubinstein counter-gambit|e4 c5 Nf3 Nf6 e5 Nd5 Nc3 e6 Nxd5 exd5 d4 Nc6 
B30|Sicilian defence||e4 c5 Nf3 Nc6 
B30|Sicilian|Nimzovich-Rossolimo attack (without ...d6)|e4 c5 Nf3 Nc6 Bb5 
B31|Sicilian|Nimzovich-Rossolimo attack (with ...g6, without ...d6)|e4 c5 Nf3 Nc6 Bb5 g6 
B31|Sicilian|Nimzovich-Rossolimo attack, Gurgenidze variation|e4 c5 Nf3 Nc6 Bb5 g6 O-O Bg7 Re1 e5 b4 
B32|Sicilian defence||e4 c5 Nf3 Nc6 d4 
B32|Sicilian|Flohr variation|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Qc7 
B32|Sicilian|Nimzovich variation|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d5 
B32|Sicilian|Labourdonnais-Loewenthal variation|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 
B32|Sicilian|Labourdonnais-Loewenthal (Kalashnikov) variation|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6 
B33|Sicilian defence||e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 
B33|Sicilian|Pelikan (Lasker/Sveshnikov) variation|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 
B33|Sicilian|Pelikan, Bird variation|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 Be6 
B33|Sicilian|Pelikan, Chelyabinsk variation|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 
B33|Sicilian|Sveshnikov variation|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Bxf6 gxf6 Nd5 f5 
B34|Sicilian|accelerated fianchetto, exchange variation|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nxc6 
B34|Sicilian|accelerated fianchetto, modern variation|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nc3 
B35|Sicilian|accelerated fianchetto, modern variation with Bc4|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nc3 Bg7 Be3 Nf6 Bc4 
B36|Sicilian|accelerated fianchetto, Maroczy bind|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 
B36|Sicilian|accelerated fianchetto, Gurgenidze variation|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Nf6 Nc3 Nxd4 Qxd4 d6 
B37|Sicilian|accelerated fianchetto, Maroczy bind, 5...Bg7|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7 
B37|Sicilian|accelerated fianchetto, Simagin variation|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7 Nc2 d6 Be2 Nh6 
B38|Sicilian|accelerated fianchetto, Maroczy bind, 6.Be3|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7 Be3 
B39|Sicilian|accelerated fianchetto, Breyer variation|e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7 Be3 Nf6 Nc3 Ng4 
B40|Sicilian defence||e4 c5 Nf3 e6 
B40|Sicilian|Marshall variation|e4 c5 Nf3 e6 d4 d5 
B40|Sicilian defence||e4 c5 Nf3 e6 d4 cxd4 
B40|Sicilian|Anderssen variation|e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 
B40|Sicilian|Pin variation (Sicilian counter-attack)|e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4 
B40|Sicilian|Pin, Jaffe variation|e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4 Bd3 e5 
B40|Sicilian|Pin, Koch variation|e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4 e5 
B41|Sicilian|Kan variation|e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 
B41|Sicilian|Kan, Maroczy bind (Reti variation)|e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 c4 
B41|Sicilian|Kan, Maroczy bind - Bronstein variation|e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 c4 Nf6 Nc3 Bb4 Bd3 Nc6 Bc2 
B42|Sicilian|Kan, 5.Bd3|e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 
B42|Sicilian|Kan, Gipslis variation|e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 Nf6 O-O d6 c4 g6 
B42|Sicilian|Kan, Polugaievsky variation|e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 Bc5 
B42|Sicilian|Kan, Swiss cheese variation|e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Bd3 g6 
B43|Sicilian|Kan, 5.Nc3|e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 
B44|Sicilian defence||e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 
B44|Sicilian, Szen (`anti-Taimanov') variation||e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nb5 
B44|Sicilian, Szen, hedgehog variation||e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nb5 d6 c4 Nf6 N1c3 a6 Na3 Be7 Be2 O-O O-O b6 
B44|Sicilian, Szen variation, Dely-Kasparov gambit||e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nb5 d6 c4 Nf6 N1c3 a6 Na3 d5 
B45|Sicilian|Taimanov variation|e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 
B45|Sicilian|Taimanov, American attack|e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Nf6 Ndb5 Bb4 Nd6+ 
B46|Sicilian|Taimanov variation|e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 a6 
B47|Sicilian|Taimanov (Bastrikov) variation|e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Qc7 
B48|Sicilian|Taimanov variation|e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Qc7 Be3 
B49|Sicilian|Taimanov variation|e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Qc7 Be3 a6 Be2 
B50|Sicilian||e4 c5 Nf3 d6 
B50|Sicilian|wing gambit deferred|e4 c5 Nf3 d6 b4 
B51|Sicilian|Canal-Sokolsky (Nimzovich-Rossolimo, Moscow) attack|e4 c5 Nf3 d6 Bb5+ 
B52|Sicilian|Canal-Sokolsky attack, 3...Bd7|e4 c5 Nf3 d6 Bb5+ Bd7 
B52|Sicilian|Canal-Sokolsky attack, Bronstein gambit|e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Qxd7 O-O Nc6 c3 Nf6 d4 
B52|Sicilian|Canal-Sokolsky attack, Sokolsky variation|e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Qxd7 c4 
B53|Sicilian, Chekhover variation||e4 c5 Nf3 d6 d4 cxd4 Qxd4 
B53|Sicilian|Chekhover, Zaitsev variation|e4 c5 Nf3 d6 d4 cxd4 Qxd4 Nc6 Bb5 Qd7 
B54|Sicilian||e4 c5 Nf3 d6 d4 cxd4 Nxd4 
B54|Sicilian|Prins (Moscow) variation|e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 f3 
B55|Sicilian|Prins variation, Venice attack|e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 f3 e5 Bb5+ 
B56|Sicilian||e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 
B56|Sicilian|Venice attack|e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Bb5+ 
B56|Sicilian||e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 
